Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (1y)_Color,Max Realised Volatility 100d (1y)_Color,Mean Realised Volatility 100d (1y)_Color,Rvol 100d Percentile (%)_Color,Rvol 100d Z-Score Percentile (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color
312,MITK,"MITEK Systems, Inc.",9.72,38.04,35.88,-9.94,-12.18,35.88,51.54,43.86,0.0,0.28,43.61,41.32,45.86,-21.1,-19.88,50.17,,,,,,-9.98,283,-34.49,64.53,"3,308",-0.51,-0.6,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#F87171
220,TTEK,"Tetra Tech, Inc.",35.96,20.94,26.59,-5.47,-8.4,26.59,37.53,33.78,0.0,0.64,29.69,31.85,33.3,3.73,27.28,43.59,,,,,,-6.71,"2,880",7.06,-0.21,"26,321",0.12,0.31,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
328,INVA,"Innovava, Inc.",20.9,29.71,23.76,0.5,0.29,15.44,23.82,17.66,96.69,99.33,20.67,19.73,35.98,9.6,29.12,36.03,,,36.03,23.02,11.32,-12.21,47,4.44,-26.56,"2,215",0.18,0.41,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
285,HCI,"HCI Group, Inc.",170.48,32.31,31.22,0.24,-6.88,30.61,49.23,35.93,3.97,19.42,32.31,39.79,68.58,14.57,100.34,73.92,,81.6,,,,-37.35,"1,259",-0.87,1.45,"6,670",1.18,2.54,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
189,MODG,Topgolf Callaway Brands Corp.,9.2,76.84,70.14,-3.13,-5.55,49.71,78.0,63.62,61.59,76.69,68.06,63.21,64.65,-15.22,5.93,67.32,,-0.42,,,,5.48,679,-30.78,-18.97,"41,147",0.19,-2.8,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171
129,FSLY,"Fastly, Inc.",7.36,62.92,64.59,-5.34,-10.08,64.59,86.55,77.03,0.66,0.86,70.88,71.07,76.08,15.54,0.4,65.95,,,,,,-11.49,"1,857",-21.28,-42.42,"106,048",0.57,-1.12,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171
65,BYND,"Beyond Meat, Inc.",2.32,64.77,68.21,-1.15,-2.05,59.19,70.63,64.43,82.12,88.1,66.24,63.98,174.48,7.89,7.46,214.29,,6.54,,,,-106.27,"12,778",14.61,-37.95,"374,587",0.84,-4.84,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171
63,IBM,International Business Machines Corporation,244.1,29.71,26.4,-5.71,-12.57,21.64,36.0,31.87,1.99,2.6,30.87,28.84,31.07,7.6,22.47,28.39,,8.49,31.06,5.37,18.7,-4.68,"28,214",-20.19,-46.99,"399,200",1.6,2.32,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
60,SIRI,Sirius XM Holdings Inc.,23.53,45.13,38.53,-3.91,-10.81,38.53,55.2,47.49,0.66,0.95,44.85,47.78,67.53,74.49,15.67,61.69,,41.46,,,,-29.01,"12,715",-46.87,12.41,"430,525",-0.42,-1.35,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#F87171
224,CAKE,Cheesecake Factory Incorporated (The),61.7,34.0,33.11,-5.26,-6.73,33.11,43.29,40.2,0.66,0.28,38.13,37.67,48.38,12.7,14.23,50.52,,-3.06,,,,-15.27,"1,639",-29.69,-10.24,"21,432",0.75,4.47,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
86,EQX,Equinox Gold Corp.,9.11,53.16,47.94,-3.66,-6.56,46.33,57.97,53.27,7.28,4.13,51.91,52.96,47.8,-6.64,8.16,,,,,,,0.14,"10,615",-80.55,235.39,"283,468",10.04,12.19,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
100,XIFR,"Unknown (possibly XPLR Infrastructure, LP or similar; limited data as of 2025)",10.38,43.5,51.62,-2.09,-5.95,47.56,73.33,64.76,7.28,6.32,61.75,60.07,111.44,118.95,9.9,,,,,,,-59.82,"1,225",-36.5,21.17,"199,647",0.15,0.51,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
232,HALO,"Halozyme Therapeutics, Inc.",74.82,17.57,59.87,-0.28,-1.15,28.16,61.22,52.21,49.01,76.73,47.83,51.19,48.43,6.74,51.04,39.51,,14.76,,,,11.45,"1,730",2.79,-15.77,"18,888",2.69,8.25,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
69,LUV,Southwest Airlines Co.,32.33,47.73,41.69,-11.53,-17.95,25.86,54.89,43.24,33.11,44.08,44.62,40.77,41.35,-24.22,-4.3,42.85,,17.21,38.06,-5.99,4.11,0.34,"12,945",-25.48,18.31,"360,430",1.88,5.94,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
329,MKSI,"MKS Instruments, Inc.",100.24,48.54,55.19,-14.52,-16.83,42.87,79.69,66.52,30.46,22.13,64.83,60.76,83.35,90.81,2.27,55.91,,,,,,-28.15,429,-0.92,-3.16,"2,094",-11.72,-9.94,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171
353,AORT,"Artivion, Inc.",43.32,69.7,48.87,-1.9,-3.91,27.08,51.55,36.07,88.08,97.0,43.47,39.35,69.93,-18.31,27.32,,,,,,,-21.05,121,14.15,6.14,528,0.57,0.96,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
119,DUK,Duke Energy Corporation,121.5,14.26,16.39,0.55,-8.0,16.39,21.33,19.17,1.32,0.39,17.98,17.97,20.18,31.55,11.68,19.36,,,19.36,37.37,4.74,-3.78,"12,129",-8.96,-50.96,"136,180",0.64,6.25,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
309,HLIT,Harmonic Inc.,9.77,38.03,38.13,-7.13,-8.98,38.13,61.8,49.0,0.0,6.07,43.57,49.51,49.77,7.39,25.56,,,,,,,-11.64,410,-15.81,23.12,"3,592",0.0,8.65,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981
183,PRGS,Progress Software Corporation,44.8,33.35,35.0,-2.02,-2.56,27.79,40.36,34.73,37.75,52.86,36.65,34.75,44.63,-2.31,-5.95,44.48,,,,,,-9.62,"1,832",-6.29,2.0,"43,467",0.68,1.92,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
314,MTSI,"MACOM Technology Solutions Holdings, Inc.",130.17,43.59,37.17,-22.52,-21.82,37.17,63.8,55.46,0.66,0.06,52.24,50.98,39.07,-1.04,1.45,47.17,,19.16,45.32,15.01,14.49,-1.9,596,-13.5,10.58,"3,056",1.66,95.27,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
135,VNET,"VNET Group, Inc.",8.0,75.5,90.94,0.47,-2.3,90.94,112.3,103.32,0.0,1.01,99.34,98.7,111.98,13.36,32.28,81.2,,,,,,-21.04,"3,787",-49.53,113.11,"94,840",3.61,14.96,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
281,ARAY,Accuray Incorporated,1.46,63.91,64.43,0.16,-1.31,58.12,68.97,63.31,63.58,68.62,62.2,63.77,74.81,-17.76,-9.31,44.94,,,,,,-10.38,305,-62.25,-37.11,"7,439",7.38,11.46,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
180,BURL,"Burlington Stores, Inc.",293.25,30.35,36.47,-10.28,-9.84,27.0,51.23,42.47,23.84,22.49,42.02,38.58,43.99,20.77,-36.1,35.37,,,35.37,11.29,,-7.52,"5,847",1.95,-44.99,"45,080",6.71,23.41,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
233,HUBS,"HubSpot, Inc.",472.71,42.19,43.69,-8.03,-9.07,31.91,53.04,45.82,33.11,38.56,45.74,42.54,48.0,2.25,-56.38,50.96,,,,,,-4.32,"3,746",-9.03,15.44,"18,857",2.3,7.17,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
225,KPTI,Karyopharm Therapeutics Inc.,7.08,131.84,107.04,0.25,1.16,79.31,112.89,98.85,83.44,80.17,106.2,98.68,242.64,-5.18,1.37,321.39,,21.1,,,,-135.6,"1,007",-14.95,-21.88,"21,336",0.31,12.37,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
229,TWO,Two Harbors Investment Corp.,10.05,27.96,30.64,-2.08,-9.83,21.12,34.28,29.11,42.38,64.07,29.83,27.48,79.95,87.85,106.46,122.55,,,,,,-49.31,"1,089",6.45,-43.4,"20,884",0.42,12.2,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
105,KOS,Kosmos Energy Ltd.,1.68,65.4,79.02,-3.06,-10.86,63.83,98.14,85.67,31.13,30.37,86.82,78.76,146.79,50.03,47.38,,,,,,,-67.77,"2,837",-40.61,23.24,"182,279",0.17,0.38,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
337,NMFC,New Mountain Finance Corporation,10.54,13.88,19.97,-14.93,-29.48,13.87,29.08,23.78,31.79,27.38,23.17,20.98,81.78,72.4,52.1,80.25,,,,,,-61.81,512,0.0,6.22,"1,366",2.17,3.17,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981
59,NCLH,Norwegian Cruise Line Holdings Ltd.,25.34,44.93,46.99,-12.08,-12.51,41.61,63.78,55.43,31.13,15.96,54.15,51.31,58.2,-36.57,4.77,60.3,,,,,,-11.21,"18,260",2.64,28.93,"443,956",1.23,-0.86,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171
243,AWK,"American Water Works Company, Inc.",140.7,22.61,22.77,0.12,-4.08,22.23,29.57,25.86,11.92,7.52,25.33,23.62,17.81,-7.78,-8.33,25.04,,,25.04,32.15,85.14,4.95,476,-29.59,-6.48,"16,052",0.77,2.18,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
174,EXAS,Exact Sciences Corporation,49.27,43.71,39.78,-9.06,-14.25,39.78,62.64,50.18,0.0,5.11,43.56,51.82,54.78,8.76,29.21,47.12,,-18.11,47.12,-13.49,-18.11,-15.0,"3,689",19.15,16.7,"53,983",1.03,2.09,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
250,EZPW,"EZCORP, Inc.",16.66,37.54,30.86,0.4,-1.87,22.46,34.13,29.26,60.26,70.44,30.68,29.32,38.81,11.6,-5.33,33.49,,,,,,-7.95,"1,868",-0.74,25.37,"13,810",2.65,2.11,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
257,EYE,"National Vision Holdings, Inc.",22.79,42.04,47.49,-2.68,-0.96,38.22,58.26,50.26,31.13,32.92,49.86,46.98,61.35,20.46,26.99,,,,,,,-13.86,277,3.75,9.49,"12,165",0.25,0.48,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
91,SABR,Sabre Corporation,1.73,131.37,90.28,-7.87,-9.25,57.34,104.24,78.79,87.42,81.63,86.46,80.95,72.52,-26.28,-33.24,75.54,,-52.49,,,,17.76,"11,128",-0.3,-5.3,"231,863",0.18,0.69,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
81,TDOC,"Teladoc Health, Inc.",7.76,48.49,52.77,-3.35,-3.48,52.77,72.55,64.01,0.66,2.4,60.01,61.76,71.21,-10.61,-9.48,67.76,,,,,,-18.44,"12,617",-38.9,-14.66,"306,968",2.02,-4.09,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171
275,INSG,Inseego Corp.,12.92,84.57,70.49,-1.68,-2.4,63.64,107.93,81.76,42.38,26.52,69.54,87.87,85.06,3.26,20.56,83.71,,,,,,-14.56,"1,121",-6.97,-45.82,"8,653",4.73,16.24,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
268,CMRC,Costar Technologies Inc.,4.45,63.01,44.66,-4.76,-5.45,39.98,53.57,47.42,15.89,19.68,47.25,47.89,67.51,-5.76,-4.98,,,,,,,-22.86,345,6.48,15.0,"10,313",0.08,15.53,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
7,LCID,"Lucid Group, Inc.",16.78,56.02,79.61,-0.95,0.23,69.12,84.22,75.9,77.48,82.81,79.22,76.89,326.14,-0.47,162.43,500.0,,459.73,,,,-246.52,"95,998",0.0,20.05,"3,136,946",-0.01,-1.92,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171
169,BOX,"Box, Inc.",32.36,21.88,31.82,-4.16,-6.97,22.72,35.14,28.88,55.63,71.68,28.99,27.73,31.57,-20.57,-10.72,28.55,,,28.55,,,0.25,"5,723",94.93,-58.77,"60,066",0.77,1.55,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
226,DNMR,"Danimer Scientific, Inc.",0.35,0.0,0.0,,,0.0,261.9,191.56,0.0,0.4,185.21,173.04,371.82,0.34,,,,,,,,-371.82,287,0.0,,"21,238",0.0,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
216,PTCT,"PTC Therapeutics, Inc.",55.55,61.11,61.09,-0.11,-2.85,48.94,65.73,59.81,47.68,61.13,56.37,58.24,52.88,16.43,11.95,44.04,,,44.04,-12.89,,8.21,"2,175",16.68,29.31,"29,063",0.48,0.4,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
